district,type,state,nces_id,team_name,project_count,assigned_manager
Deptford Township Public School District,Regular school,NJ,340390002524,Apex,3,Henry Gordon
Cherokee County,Regular school,GA,130111001105,Apex,1,Henry Gordon
Miami-Dade,Regular school,FL,120039003971,Apex,3,Gregory Ruiz
Warren County,Career and Technical School,KY,210573002045,Odyssey,1,Valerie Morales
St. Louis City,Regular school,MO,292928002026,Luminary,3,Catherine Wood
Hawkins County,Regular school,TN,470174000581,Odyssey,2,Tony Hoffman
Ashland,Regular school,MA,250210000938,Genesis,1,Paul Perry
Calcasieu Parish,Regular school,LA,220033000242,Apex,2,Candice Ramos
Leander Isd,Regular school,TX,482703013785,Genesis,2,Debra Smith
Harvey Sd 152,Regular school,IL,171845002131,Luminary,1,Anthony Reid
Duluth Public School District,Regular school,MN,271104000476,Apex,1,Deborah Bell
Mountain Lakes Public School District,Regular school,NJ,341101004418,Luminary,1,Amanda Becker
Middletown City,Regular school,OH,390444005331,Endeavor,1,Mackenzie Rice
Bishop Unified,Alternative Education School,CA,60140904490,Apex,3,Emily Levy
Downey Unified,Regular school,CA,61146001261,Apex,2,Michael Massey
Osceola,Regular school,FL,120147005656,Horizon,3,Keith Foster
Northshore School District,Regular school,WA,530591000891,Genesis,1,Jacqueline Barnes
American Samoa Department Of Education,Regular school,AS,600003000010,Apex,2,Henry Gordon
North Collins Central School District,Regular school,NY,362097002977,Odyssey,2,Steven Lamb
Fallbrook Union High,Alternative Education School,CA,61353005258,Luminary,2,Catherine Wood
Long Beach Unified,Regular school,CA,62250013896,Genesis,3,Paul Perry
Newcastle Elementary,Regular school,CA,62712004093,Apex,1,Henry Gordon
Orange,Regular school,FL,120144004004,Endeavor,2,Connor Banks
Adams County Ohio Valley Local,Regular school,OH,390619004113,Genesis,2,Alexander Harmon
Delano Public School District,Regular school,MN,271017000436,Apex,2,Samantha Jackson
Cypress-Fairbanks Isd,Regular school,TX,481611001179,Apex,2,Michael Massey
Webster Central School District,Regular school,NY,363036004709,Odyssey,3,Eric Rose
Magnolia Science Academy 4 District,Regular school,CA,60167812360,Apex,3,Michael Massey
Jefferson City,Regular school,GA,130303003671,Genesis,3,Debra Smith
Manassas City Pblc Schs,Regular school,VA,510236000976,Odyssey,1,Steven Lamb
Akron City,Regular school,OH,390434800056,Horizon,1,Jared Hernandez
St. Paul Public School District,Regular school,MN,273384001581,Odyssey,2,Tony Hoffman
Hugo,Regular school,OK,401521002670,Horizon,3,Diana Joseph
Centennial Public Schools,Regular school,NE,310009901670,Apex,2,Candice Ramos
West Contra Costa Unified,Regular school,CA,63255005063,Genesis,2,Cynthia Oliver
Chelmsford,Regular school,MA,250351001300,Odyssey,3,Steven Lamb
Arnett,Regular school,OK,400324000077,Apex,3,Michael Massey
St. Johns,Regular school,FL,120174007334,Luminary,3,Sharon Coleman
Rumson Borough School District,Regular school,NJ,341437004090,Horizon,1,Raven Bowman
Tulsa,Regular school,OK,403024002663,Apex,2,Gregory Ruiz
Zephyr Isd,Regular school,TX,484677005356,Horizon,1,Blake Martin
Garden Grove Unified,Regular school,CA,61488001834,Endeavor,3,Laura Callahan
Waterford Township School District,Regular school,NJ,341725001686,Luminary,1,Tina Johnson
Bay Shore Union Free School District,Regular school,NY,360408000168,Odyssey,1,Valerie Morales
Cullman County,Regular school,AL,10102000385,Horizon,1,Jared Hernandez
Newark Central School District,Regular school,NY,362064002895,Luminary,2,Jason Owen
South Summit District,Regular school,UT,490099001534,Genesis,1,Jacqueline Barnes
Long Beach School Dist,Regular school,MS,280267000521,Odyssey,1,Tony Hoffman
Van Wert City,Regular school,OH,391002301888,Luminary,1,Jordan Walker
East Porter County School Corp,Regular school,IN,180900001214,Odyssey,2,Eileen Williams
South Orange-Maplewood School District,Regular school,NJ,341533002440,Luminary,2,Jordan Walker
Beacon Academy,Regular school,MN,270036604110,Odyssey,1,Sean Green
Coatesville Area Sd,Regular school,PA,420624000728,Horizon,3,Mathew Clarke
Guadalupe Union Elementary,Regular school,CA,61626002030,Luminary,3,Jackson Martinez
Prospect Heights Sd 23,Regular school,IL,173285003404,Genesis,1,Mary Castro
School District No. Re-1 Valley,Regular school,CO,80669001151,Luminary,1,Brandon Berry
Romulus Community Schools,Regular school,MI,263012006610,Luminary,3,Amanda Becker
Wethersfield School District,Regular school,CT,90507001064,Odyssey,2,Troy Collins
Gladewater Isd,Regular school,TX,482076002084,Horizon,3,Blake Martin
Central Valley School District,Regular school,WA,530111000187,Apex,1,Henry Gordon
Memphis Street Academy Cs @ Jp Jones,Regular school,PA,420087007454,Apex,3,Gregory Ruiz
Dalton Public Schools,Regular school,GA,130162002458,Apex,2,Samantha Jackson
School District No. 1 In The County Of Denver And State Of C,Regular school,CO,80336006624,Apex,1,Henry Gordon
Locust Grove,Regular school,OK,401800000867,Genesis,2,Stephanie Arroyo
New York City Geographic District #13,Regular school,NY,360009102050,Apex,2,Samantha Jackson
Pennoyer Sd 79,Regular school,IL,173120003250,Luminary,1,Jordan Walker
Ravenna City,Regular school,OH,390446801567,Horizon,2,Raven Bowman
Lancaster City,Regular school,OH,390442001129,Horizon,2,Raven Bowman
Pinckneyville Sd 50,Regular school,IL,170000903322,Luminary,1,Jackson Martinez
Billerica,Regular school,MA,250267000179,Luminary,2,Jason Owen
Bristow,Regular school,OK,400546002083,Apex,1,Benjamin Mcneil
Catawba County Schools,Regular school,NC,370069000277,Odyssey,1,Troy Collins
Brownsboro Isd,Regular school,TX,481164000638,Luminary,3,Catherine Wood
Clay County,Regular school,GA,130120002834,Endeavor,3,Morgan Ramirez
Stanton Community Schools,Regular school,NE,310004101625,Genesis,1,Stephanie Arroyo
Newberg Sd 29J,Regular school,OR,410872001291,Luminary,2,Anthony Reid
School District 27J,Regular school,CO,80258006326,Endeavor,3,Mackenzie Rice
Big Spring Sd,Regular school,PA,420366006116,Genesis,2,Jacqueline Barnes
Jefferson Union High,Regular school,CA,61893002298,Luminary,3,Brandon Berry
Puerto Rico Department Of Education,Regular school,PR,720003000732,Genesis,2,Dana Gray
Rockwall Isd,Regular school,TX,483765013788,Horizon,1,Amy Carter
River Forest Community Sch Corp,Regular school,IN,180462000781,Luminary,1,Sharon Coleman
Intermediate School District 917,Special education school,MN,270002602121,Odyssey,3,Valerie Morales
Yukon Flats School District,Regular school,AK,20077500360,Endeavor,2,Tiffany Nash
West-Mec - Western Maricopa Education Center (80923),Career and Technical School,AZ,40061503391,Odyssey,2,Steven Lamb
Lawton,Regular school,OK,401725000799,Luminary,2,Catherine Wood
West Bend School District,Regular school,WI,551629002130,Genesis,3,Stephanie Arroyo
Beaverton Sd 48J,Regular school,OR,410192001321,Odyssey,1,Erika Stewart
Vestavia Hills City,Regular school,AL,10343001301,Apex,1,Henry Gordon
Kansas City,Regular school,KS,200795001430,Genesis,2,Paul Perry
New Prague Area Schools,Regular school,MN,272343001146,Luminary,2,Anthony Reid
Ledyard School District,Regular school,CT,90216000397,Luminary,2,Tina Johnson
Campbell County School District #1,Regular school,WY,560147000409,Odyssey,2,Sean Green
Department Of Corrections,Alternative Education School,MO,290003002900,Apex,3,Matthew King
San Elizario Isd,Regular school,TX,483885004432,Apex,2,Matthew King
Argyle School District,Regular school,WI,550045000069,Luminary,2,Catherine Wood
Bulloch County,Regular school,GA,130063000287,Apex,1,Matthew King
Minerva Local,Regular school,OH,390498903735,Apex,2,Samantha Jackson
Clark County School District,Regular school,NV,320006000845,Luminary,1,Jason Owen
Adams Central Public Schools,Regular school,NE,310277002372,Odyssey,2,Tony Hoffman
Central Bucks Sd,Regular school,PA,420531001081,Apex,3,Matthew King
Rincon Valley Union Elementary,Regular school,CA,63264005079,Luminary,1,Anthony Reid
Buffalo City School District,Alternative Education School,NY,360585006262,Luminary,2,Jordan Walker
Beaufort 01,Regular school,SC,450111000047,Odyssey,1,Tony Hoffman
Monson,Regular school,MA,250804002903,Endeavor,1,Bobby Curry
Lasalle Parish,Regular school,LA,220096000734,Horizon,2,Keith Foster
San Felipe-Del Rio Cisd,Regular school,TX,483890006172,Luminary,2,Andrew Woodward
Kipp Bronx Charter School Ii,Regular school,NY,360120206676,Odyssey,2,Steven Lamb
New York City Geographic District #27,Regular school,NY,360012302454,Apex,2,Samantha Jackson
Rockford Public Schools,Regular school,MI,263003001133,Luminary,2,Jackson Martinez
Miami-Dade,Alternative Education School,FL,120039007318,Luminary,2,Anthony Reid
Wenden Elementary District (4512),Regular school,AZ,40912000949,Luminary,1,Anthony Reid
Volusia,Regular school,FL,120192003129,Apex,1,Gregory Ruiz
Bay-Arenac Isd,Special education school,MI,268050400454,Apex,2,Candice Ramos
New York City Geographic District #28,Regular school,NY,360010006182,Horizon,1,Amy Carter
South Bay Union Elementary,Regular school,CA,63735006314,Luminary,3,Amanda Becker
Lower Kuskokwim School District,Regular school,AK,20000100436,Odyssey,2,Tony Hoffman
Baltimore City Public Schools,Regular school,MD,240009000160,Endeavor,1,Bobby Curry
New York City Geographic District #12,Regular school,NY,360009002194,Apex,2,Emily Levy
Georgetown Isd,Regular school,TX,482060002069,Luminary,1,Jordan Walker
Doe Sop Educ Programs,Alternative Education School,VA,510004202393,Luminary,1,Tina Johnson
Summit Academy,Regular school,UT,490006601469,Luminary,3,Brandon Berry
Ellenville Central School District,Regular school,NY,361050004338,Luminary,3,Tina Johnson
Clinton,Regular school,OK,400807000339,Genesis,3,Dana Gray
Douglas County School District No. Re 1,Regular school,CO,80345001896,Luminary,2,Catherine Wood
Aspire Gateway Academy Charter District,Regular school,CA,60247212679,Luminary,3,Jackson Martinez
Montgomery County Public Schools,Regular school,MD,240048001541,Luminary,2,Catherine Wood
Grand Island Public Schools,Regular school,NE,310001601029,Odyssey,1,Karla Henson
Ingham Isd,Alternative Education School,MI,268052000536,Apex,1,Gregory Ruiz
Willis Isd,Regular school,TX,484590013691,Endeavor,3,Laura Callahan
Riverside School District,Regular school,AR,50001201538,Horizon,2,Diana Joseph
Peoria Sd 150,Regular school,IL,173123005846,Luminary,1,Andrew Woodward
Kennewick School District,Regular school,WA,530393000610,Genesis,2,Larry Howard
San Rafael City Elementary,Regular school,CA,63509009630,Endeavor,2,Dennis Meyer
Alpine County Unified,Alternative Education School,CA,60207006968,Genesis,3,Larry Howard
Morongo Unified,Regular school,CA,62586003888,Luminary,3,Jordan Walker
Prince George'S County Public Schools,Regular school,MD,240051001472,Luminary,1,Sharon Coleman
Cape Girardeau 63,Career and Technical School,MO,290712000192,Horizon,1,Diana Joseph
Lovejoy Isd,Regular school,TX,482838003168,Luminary,2,Brandon Berry
Burke County Schools,Regular school,NC,370048002662,Endeavor,2,Mackenzie Rice
Levy,Regular school,FL,120114004951,Odyssey,2,Steven Lamb
Corpus Christi Isd,Alternative Education School,TX,481527005681,Odyssey,2,Erika Stewart
New Bedford,Regular school,MA,250843001320,Odyssey,2,Karla Henson
Kipp Bronx Charter School Ii,Regular school,NY,360120206676,Odyssey,1,Jacob Key
Central City Comm School District,Regular school,IA,190678000285,Endeavor,1,Laura Callahan
Moreno Valley Unified,Regular school,CA,62580009587,Luminary,3,Brandon Berry
Wappingers Central School District,Regular school,NY,362988004024,Luminary,3,Sharon Coleman
Butterfield Public School District,Regular school,MN,270732000305,Apex,2,Brian Lowe
Grand Ledge Public Schools,Regular school,MI,261641005291,Luminary,3,Amanda Becker
Deweyville Isd,Regular school,TX,481701001473,Genesis,1,Debra Smith
Seminole,Special education school,FL,120171002535,Apex,1,Samantha Jackson
Alpine District,Regular school,UT,490003000911,Luminary,3,Brandon Berry
Amarillo Isd,Regular school,TX,480813000152,Luminary,1,Andrew Woodward
Marshall County Schools,Regular school,WV,540075000597,Luminary,2,Brandon Berry
Tippecanoe School Corp,Regular school,IN,181134001821,Odyssey,1,Eileen Williams
Prosper Isd,Regular school,TX,483600010517,Luminary,1,Andrew Woodward
Jefferson County School District No. R-1,Regular school,CO,80480000713,Horizon,3,Raven Bowman
West Islip Union Free School District,Regular school,NY,363069004131,Horizon,3,Hayden Mills
Hillsdale Community Schools,Alternative Education School,MI,261839007796,Odyssey,2,Eileen Williams
Mansfield Isd,Regular school,TX,482892009051,Apex,3,Candice Ramos
Harlem Link Charter School,Regular school,NY,360013805775,Luminary,1,Amanda Becker
Scholarship Prep District,Regular school,CA,60175414060,Apex,1,Gregory Ruiz
Delton Kellogg Schools,Regular school,MI,261191004632,Apex,2,Candice Ramos
Ridgeway Community School,Regular school,MN,270019403147,Apex,3,Deborah Bell
Youngstown City,Regular school,OH,390451602094,Odyssey,1,Tony Hoffman
Unity Charter School,Regular school,NJ,340005100339,Endeavor,2,Bobby Curry
S And S Cisd,Regular school,TX,483840006169,Luminary,2,Jordan Walker
Uinta County School District #4,Regular school,WY,560450000227,Luminary,2,Jackson Martinez
Sarasota,Career and Technical School,FL,120168001861,Luminary,3,Tina Johnson
Ware County,Regular school,GA,130543001403,Luminary,1,Amanda Becker
Duval,Regular school,FL,120048002745,Endeavor,3,Connor Banks
Lake Travis Isd,Regular school,TX,482647013021,Apex,1,Benjamin Mcneil
Volusia,Regular school,FL,120192001992,Luminary,1,Amanda Becker
Carlsbad Municipal Schools,Regular school,NM,350030000174,Apex,1,Benjamin Mcneil
New York City Geographic District #21,Regular school,NY,360015202807,Apex,1,Candice Ramos
Fredericksburg City Pblc Schs,Regular school,VA,510151002274,Odyssey,3,Tony Hoffman
Cumberland Valley Sd,Regular school,PA,420711001701,Odyssey,1,Tony Hoffman
Hillsborough,Regular school,FL,120087000949,Luminary,2,Jason Owen
Hallsville Isd,Regular school,TX,482217002229,Genesis,3,Jacqueline Barnes
Southwest Secondary Learning Center,Regular school,NM,350013700819,Apex,1,Samantha Jackson
South Washington County School Dist,Regular school,MN,273381001541,Luminary,2,Jackson Martinez
South Central Nebraska Unified 5,Regular school,NE,310012200770,Luminary,1,Catherine Wood
Miami-Dade,Regular school,FL,120039007387,Genesis,3,Larry Howard
Garnet Valley Sd,Regular school,PA,421059001869,Apex,3,Candice Ramos
Bridges Charter District,Regular school,CA,60187912617,Horizon,1,Timothy Allen
Monroe-Woodbury Central School District,Regular school,NY,361965004198,Apex,1,Matthew King
Shawnee Mission Pub Sch,Regular school,KS,201164001578,Odyssey,3,Sean Green
Hampton Township Sd,Regular school,PA,421140000178,Luminary,2,Catherine Wood
Puerto Rico Department Of Education,Regular school,PR,720003001238,Apex,2,Benjamin Mcneil
Omaha Public Schools,Regular school,NE,317482002278,Odyssey,1,Steven Lamb
Edmunds Central School District 22-5,Regular school,SD,463444000031,Endeavor,3,Joshua Grant
Humphreys Co School Dist,Career and Technical School,MS,280204000348,Luminary,2,Amanda Becker
Aiken 01,Regular school,SC,450072000031,Apex,3,Michael Massey
Ogden City District,Regular school,UT,490072001287,Apex,2,Michael Massey
Tustin Unified,Regular school,CA,64015006642,Apex,2,Henry Gordon
Geary,Regular school,OK,401257000588,Apex,3,Benjamin Mcneil
Rochester Public School District,Regular school,MN,273180001016,Luminary,1,Jackson Martinez
Appling County,Regular school,GA,130006000010,Odyssey,3,Jacob Key
Yosemite-Wawona Elementary Charter District,Regular school,CA,60228113800,Endeavor,2,Dennis Meyer
Richland 01,Regular school,SC,450336001297,Apex,2,Samantha Jackson
Los Angeles Unified,Regular school,CA,62271003365,Genesis,1,Jacqueline Barnes
Almond-Bancroft School District,Regular school,WI,550024000024,Apex,1,Michael Massey
Sterling,Regular school,KS,201203000808,Genesis,3,Nancy Carroll
Crown Charter School Inc (79443),Regular school,AZ,40032302159,Odyssey,1,Eileen Williams
North Platte Public Schools,Regular school,NE,310002201323,Apex,1,Candice Ramos
Council Rock Sd,Regular school,PA,420696001088,Genesis,3,Debra Smith
Wynantskill Union Free School District,Regular school,NY,363183004238,Odyssey,3,Eric Rose
Lauderdale County,Regular school,AL,10201000767,Endeavor,2,Joshua Grant
Tidehaven Isd,Regular school,TX,484281004884,Luminary,3,Jordan Walker
Lake Elsinore Unified,Regular school,CA,60002702452,Luminary,3,Anthony Reid
La Tierra Montessori School Of The Arts And Sciences,Regular school,NM,350015501084,Apex,2,Deborah Bell
Alameda Unified,Regular school,CA,60177000043,Apex,3,Samantha Jackson
Robbinsdale Public School District,Alternative Education School,MN,273178004612,Odyssey,1,Steven Lamb
Aspire Vanguard College Preparatory Academy District,Regular school,CA,60182612511,Apex,2,Gregory Ruiz
Lee County Schools,Alternative Education School,NC,370256003182,Endeavor,3,Joshua Grant
Lake George Central School District,Regular school,NY,361647001458,Odyssey,2,Jacob Key
Chilton County,Regular school,AL,10066001431,Apex,2,Gregory Ruiz
Hope Township School District,Regular school,NJ,340747005826,Odyssey,2,Steven Lamb
Clovis Unified,Regular school,CA,60903001982,Apex,1,Emily Levy
District Of Columbia Public Schools,Regular school,DC,110003000106,Apex,1,Candice Ramos
Howards Grove School District,Regular school,WI,550666000721,Apex,2,Michael Massey
Barbour County,Regular school,AL,10030001478,Apex,1,Henry Gordon
Cadillac Area Public Schools,Regular school,MI,260759004343,Genesis,2,Cynthia Oliver
Gila County Regional School District (87600),Regular school,AZ,40041902897,Luminary,1,Sharon Coleman
New York City Geographic District #19,Regular school,NY,360012006420,Odyssey,1,Valerie Morales
Mankato Public School District,Regular school,MN,271878000875,Horizon,1,Jared Hernandez
Idea Public Schools,Regular school,TX,480021113520,Apex,1,Emily Levy
Whitley County,Regular school,KY,210588001376,Luminary,2,Tina Johnson
Pasco,Regular school,FL,120153001573,Luminary,2,Catherine Wood
Washoe County School District,Regular school,NV,320048000936,Luminary,1,Sharon Coleman
Davis District,Regular school,UT,490021000921,Luminary,2,Jackson Martinez
Deer River Public School District,Regular school,MN,271014000434,Odyssey,1,Karla Henson
Chsd 155,Regular school,IL,171137001366,Luminary,1,Tina Johnson
Jefferson County School District No. R-1,Regular school,CO,80480000741,Endeavor,2,Dennis Meyer
Granville Exempted Village,Regular school,OH,390453902198,Horizon,1,Blake Martin
Portland Sd 1J,Regular school,OR,411004000893,Luminary,1,Andrew Woodward
Wake County Schools,Regular school,NC,370472003380,Luminary,1,Catherine Wood
Columbus Charter School,Regular school,NC,370014002923,Horizon,3,Raven Bowman
Silver Consolidated Schools,Regular school,NM,350243000561,Apex,3,Samantha Jackson
Hagerman Joint District,Regular school,ID,160138000840,Odyssey,2,Karla Henson
Wake County Schools,Regular school,NC,370472002864,Luminary,3,Catherine Wood
Windham Exempted Village,Regular school,OH,390456602325,Horizon,2,Raven Bowman
Shaler Area Sd,Regular school,PA,422120006855,Luminary,2,Catherine Wood
Falls Lake Academy,Regular school,NC,370033603304,Genesis,3,Debra Smith
City Day Community School,Regular school,OH,390002901578,Endeavor,3,Stacey Mays
Cobb County,Regular school,GA,130129002150,Endeavor,2,Morgan Ramirez
Duke,Regular school,OK,401026000445,Luminary,3,Andrew Woodward
Murfreesboro,Regular school,TN,470315002426,Odyssey,3,Tony Hoffman
Cobb County,Regular school,GA,130129000520,Apex,2,Brian Lowe
Round Rock Isd,Regular school,TX,483808011103,Apex,2,Matthew King
La Monte R-Iv,Regular school,MO,291692000937,Apex,1,Michael Massey
Miami-Dade,Regular school,FL,120039000459,Apex,3,Samantha Jackson
Perry Township Schools,Regular school,IN,180882001463,Genesis,3,Nancy Carroll
Philip J Rock Center And School,Special education school,IL,170003905229,Odyssey,3,Troy Collins
Carnegie,Regular school,OK,400663000259,Odyssey,1,Steven Lamb
Bismarck 1,Regular school,ND,380001400050,Odyssey,2,Sean Green
Niagara Charter School,Regular school,NY,360016405887,Luminary,1,Jordan Walker
Madison Local,Regular school,OH,390461202443,Genesis,3,Dana Gray
Chesterfield 01,Regular school,SC,450156000310,Apex,3,Matthew King
Walton Central School District,Regular school,NY,362982004791,Luminary,3,Amanda Becker
Aurora Joint District No. 28 Of The Counties Of Adams And A,Regular school,CO,80234006732,Endeavor,1,Morgan Ramirez
Santa Fe Trail,Regular school,KS,201041001054,Luminary,2,Amanda Becker
Brimfield Cusd 309,Regular school,IL,170720000375,Luminary,2,Sharon Coleman
Sidney City,Regular school,OH,391000301634,Luminary,1,Tina Johnson
Valparaiso Community Schools,Career and Technical School,IN,181197002361,Genesis,1,Cynthia Oliver
Portsmouth City Pblc Schs,Regular school,VA,510300001250,Genesis,1,Larry Howard
Ascent Academies Of Utah,Regular school,UT,490017401490,Apex,2,Brian Lowe
Los Angeles Unified,Regular school,CA,62271002950,Genesis,3,Debra Smith
Washoe County School District,Regular school,NV,320048000323,Horizon,3,Jared Hernandez
Tucson Unified District (4403),Regular school,AZ,40880001452,Endeavor,3,Mackenzie Rice
East Baton Rouge Parish,Regular school,LA,220054000375,Endeavor,3,Bobby Curry
Midvale District,Alternative Education School,ID,160216000939,Luminary,3,Anthony Reid
San Ramon Valley Unified,Regular school,CA,63513005942,Endeavor,3,Mackenzie Rice
Somonauk Cusd 432,Regular school,IL,173657003764,Luminary,3,Jackson Martinez
Oakland Public School District,Regular school,NJ,341191000664,Genesis,3,Debra Smith
Brea-Olinda Unified,Regular school,CA,60588007652,Horizon,2,Blake Martin
Aspire Eres Academy District,Regular school,CA,60199412542,Apex,2,Brian Lowe
Comal Isd,Regular school,TX,481473011815,Apex,2,Brian Lowe
Omaha Public Schools,Alternative Education School,NE,317482002247,Apex,3,Deborah Bell
Marshall Cusd 2C,Regular school,IL,172487002696,Endeavor,2,Randy Chavez
Rapides Parish,Regular school,LA,220129001055,Endeavor,1,Joshua Grant
Weyauwega-Fremont School District,Regular school,WI,551650002158,Genesis,2,Jacqueline Barnes
Mounds View Public School District,Alternative Education School,MN,272295001038,Odyssey,2,Erika Stewart
New Auburn School District,Regular school,WI,551044001362,Apex,1,Deborah Bell
Millbrae Elementary,Regular school,CA,62490003721,Luminary,3,Amanda Becker
Carman-Ainsworth Community Schools,Regular school,MI,260789008695,Horizon,3,Diana Joseph
Robertson County,Regular school,TN,470360001504,Genesis,3,Alexander Harmon
State-Sponsored Charter Schools,Regular school,NV,320000100928,Luminary,1,Jordan Walker
Mona Shores Public School District,Regular school,MI,262412006084,Horizon,3,Timothy Allen
Bruning-Davenport Unified Sys,Regular school,NE,310012400868,Genesis,2,Stephanie Arroyo
South Orangetown Central School District,Regular school,NY,362745004427,Apex,1,Benjamin Mcneil
Hood River County Sd,Regular school,OR,410651000387,Endeavor,1,Laura Callahan
Mountain View Elementary,Regular school,CA,62619003911,Luminary,1,Jackson Martinez
Hope Community Pcs,Regular school,DC,110005100386,Odyssey,3,Eric Rose
Harlingen Cisd,Regular school,TX,482253013014,Luminary,1,Sharon Coleman
Atlanta Isd,Regular school,TX,480888000286,Luminary,1,Tina Johnson
Homer Ccsd 33C,Regular school,IL,171950006105,Luminary,1,Jason Owen
Uplift Education,Regular school,TX,480003012221,Odyssey,1,Tony Hoffman
Humble Isd,Regular school,TX,482391010756,Genesis,2,Mary Castro
State-Sponsored Charter Schools,Regular school,NV,320000100907,Apex,2,Samantha Jackson
Medina City Sd,Regular school,OH,390443800365,Luminary,3,Anthony Reid
Amherst Co Pblc Schs,Regular school,VA,510021000072,Endeavor,1,Bobby Curry
Tulsa,Regular school,OK,403024001636,Odyssey,1,Tony Hoffman
Warwick,Regular school,RI,440111000311,Odyssey,3,Tony Hoffman
Baltimore County Public Schools,Regular school,MD,240012000456,Odyssey,1,Eric Rose
Sumner-Fredericksburg Comm School District,Regular school,IA,192760000742,Odyssey,1,Eileen Williams
Philadelphia City Sd,Regular school,PA,421899004961,Luminary,3,Brandon Berry
Chanute Public Schools,Regular school,KS,200459000972,Odyssey,1,Jacob Key
Hoke County Schools,Regular school,NC,370225000973,Endeavor,2,Randy Chavez
Cass City Public Schools,Special education school,MI,260840001914,Odyssey,2,Karla Henson
Kings Canyon Joint Unified,Alternative Education School,CA,61970002369,Apex,3,Candice Ramos
Los Angeles Unified,Regular school,CA,62271010888,Odyssey,3,Eileen Williams
Los Angeles Unified,Regular school,CA,62271003388,Luminary,3,Jackson Martinez
Gilbert Comm School District,Regular school,IA,191251000760,Odyssey,3,Jacob Key
West Fargo 6,Regular school,ND,381941000678,Luminary,2,Jordan Walker
Cherokee County,Regular school,AL,10063000275,Odyssey,2,Eric Rose
Glenville-Emmons School District,Regular school,MN,270014800634,Genesis,1,Larry Howard
Richmond County,Regular school,GA,130438003924,Apex,2,Benjamin Mcneil
Birmingham City,Alternative Education School,AL,10039000530,Genesis,3,Larry Howard
Hillsborough,Regular school,FL,120087003381,Luminary,1,Sharon Coleman
Moorpark Unified,Regular school,CA,62569010455,Luminary,3,Jackson Martinez
Intergenerational School The,Regular school,OH,390006503248,Luminary,3,Andrew Woodward
Lancaster Isd,Regular school,TX,482667012788,Odyssey,1,Sean Green
Arkansas City,Regular school,KS,200345001242,Luminary,3,Andrew Woodward
Thorp School District,Regular school,WI,551482001926,Luminary,1,Brandon Berry
Marlboro Central School District,Regular school,NY,361857001673,Apex,2,Matthew King
United Isd,Regular school,TX,484365007150,Horizon,3,Timothy Allen
Remington-Whitewater,Regular school,KS,200624000042,Endeavor,1,Tiffany Nash
Hominy,Regular school,OK,401497000704,Luminary,2,Tina Johnson
Alwood Cusd 225,Regular school,IL,170366000057,Odyssey,1,Steven Lamb
Pitt County Schools,Regular school,NC,370001202616,Luminary,1,Brandon Berry
Drummond Area School District,Regular school,WI,550381000396,Apex,1,Brian Lowe
Platte Canyon School District No. 1 Of  The County Of Park,Regular school,CO,80237000086,Genesis,3,Dana Gray
Spokane School District,Regular school,WA,530825001411,Horizon,3,Amy Carter
San Francisco Unified,Regular school,CA,63441005614,Luminary,1,Anthony Reid
Smith Co School Dist,Career and Technical School,MS,280402000761,Apex,2,Michael Massey
Kemper Co School Dist,Regular school,MS,280231001116,Endeavor,2,Connor Banks
Dallas Isd,Regular school,TX,481623001381,Luminary,2,Sharon Coleman
Suntex Sd 10,Regular school,OR,411191000368,Genesis,2,Nancy Carroll
Plevna K-12 Schools,Regular school,MT,302100000628,Apex,2,Henry Gordon
Harford County Public Schools,Alternative Education School,MD,240039000480,Genesis,3,Nancy Carroll
Scottsdale Unified District (4240),Regular school,AZ,40757000604,Odyssey,2,Tony Hoffman
Stamford Isd,Regular school,TX,484140009515,Apex,2,Candice Ramos
Manhattan Beach Unified,Regular school,CA,60002503575,Endeavor,2,Dennis Meyer
Fremont Sd 79,Regular school,IL,171593002969,Horizon,2,Blake Martin
Long Branch Public School District,Regular school,NJ,340894003912,Horizon,3,Mathew Clarke
San Marcos Unified,Regular school,CA,63488005889,Luminary,2,Catherine Wood
Shelbyville Central Schools,Regular school,IN,181014001633,Endeavor,2,Bobby Curry
Hays Cisd,Regular school,TX,480001005244,Endeavor,3,Mackenzie Rice
Mooresville Graded School District,Regular school,NC,370312001332,Luminary,2,Andrew Woodward
Marquardt Sd 15,Regular school,IL,172478002690,Horizon,2,Mathew Clarke
West Central School Corp,Regular school,IN,180936002213,Luminary,3,Amanda Becker
Blackstone-Millville,Regular school,MA,250271502372,Luminary,2,Jordan Walker
Twin Rivers Unified,Regular school,CA,60133213020,Horizon,2,Hayden Mills
East Valley Institute Of Technology (4516),Career and Technical School,AZ,40973103548,Endeavor,2,Morgan Ramirez
Cincinnati Public Schools,Regular school,OH,390437505907,Genesis,3,Mary Castro
University Academy,Regular school,MO,290002702914,Luminary,1,Jason Owen
Hazelwood,Regular school,MO,291383002857,Luminary,1,Brandon Berry
Gorman Isd,Regular school,TX,482127002128,Apex,3,Matthew King
Lincoln County School District,Regular school,NV,320027000171,Luminary,2,Andrew Woodward
Baltimore County Public Schools,Regular school,MD,240012000442,Genesis,2,Cynthia Oliver
Jersey Shore Area Sd,Regular school,PA,421248005243,Luminary,2,Jackson Martinez
Wake County Schools,Regular school,NC,370472002033,Odyssey,2,Eric Rose
Southington School District,Regular school,CT,90423001808,Luminary,3,Brandon Berry
Caddo Parish,Regular school,LA,220030000154,Luminary,3,Sharon Coleman
